A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,Class
-0.44228,-0.523288,-0.698639,-0.698658,-0.42726,-0.34244,-0.162656,-0.497246,0.088383,-0.232843,-0.770913,1.50851,-1.50851,4.431584,0.817732,1.806801,1.736749,-0.521779,0.176455,0.297797,-0.1719,-0.599289,0.211458,-0.106294,-0.195622,-0.706953,-1.032331,7
-0.356591,-0.391308,-0.864234,-0.864021,1.666801,0.440448,0.835308,3.163388,-2.219148,3.820249,1.771322,-1.00697,1.00697,1.427287,0.587427,-0.574057,-1.98775,-0.302185,-2.087833,0.823706,0.962991,1.980559,0.822463,2.347729,1.966409,2.847415,1.455624,1
1.614248,1.549709,-0.368515,-0.368526,-0.398153,-0.3238,-0.126758,-0.4655,0.016272,-0.621495,1.483668,1.50851,-1.50851,0.425854,0.348564,0.57019,-0.690953,-0.572285,-0.583523,1.04358,0.962991,-0.016259,0.159056,0.486248,1.213632,-0.550153,0.033986,1
2.196029,2.136793,-0.932044,-0.932054,-0.38651,-0.34244,-0.136331,-0.454058,-0.668776,-0.343886,1.304857,-1.00697,1.00697,-0.775865,-0.914209,-1.25343,-0.442113,-0.570089,-0.047068,1.04358,0.962991,0.106956,0.159056,-1.692713,1.069183,-0.651449,-0.243039,1
2.511724,2.443988,-0.773578,-0.773563,-0.359732,-0.293975,-0.03103,-0.450364,-1.425934,-1.954018,1.856841,-1.00697,1.00697,0.225567,-1.207765,-0.964888,-1.904803,-0.642555,-1.781159,1.04358,0.962991,0.311843,-1.343071,1.086621,1.918259,-2.191005,0.674759,1
0.554415,0.512073,-0.905537,-0.905467,-0.110112,0.112381,0.244188,-0.161875,-1.353824,-0.232843,1.608059,-1.00697,1.00697,-0.775865,2.414988,1.958705,-1.67579,-0.390022,-1.910803,0.468997,0.962991,1.031542,-1.257007,1.698413,1.78532,-0.647286,1.455624,1
1.778861,1.718098,0.253783,0.253766,-0.382552,-0.334984,-0.131545,-0.442049,0.160493,0.544463,1.343729,-1.00697,1.00697,0.92657,-0.053261,-0.792373,-0.430784,-0.556914,-0.087749,1.04358,0.962991,0.142953,0.211458,0.437468,1.062607,0.030562,0.056457,1
-1.006021,-1.10127,-0.180746,-0.180762,-0.404673,-0.34244,-0.143511,-0.465349,0.593155,0.599984,-0.833109,1.50851,-1.50851,0.025281,-0.546241,-1.28091,-0.726154,-0.585461,-0.717637,1.04358,0.962991,-0.100881,-1.326595,0.297979,1.234066,0.454478,-0.839221,1
2.026907,1.979782,0.069076,0.069096,-0.261467,-0.230599,0.014441,-0.322202,-0.776941,-0.177321,1.856841,-1.00697,1.00697,0.225567,-0.313704,0.797665,-1.49088,-0.499819,-1.119978,1.04358,0.962991,-2.348497,0.424993,1.256781,1.677981,-0.657693,1.454922,1
-1.10073,-1.196842,1.073448,1.073425,-0.399084,-0.349896,-0.136331,-0.464198,-0.164004,-0.177321,-0.755364,-1.00697,1.00697,-0.775865,-0.780639,-1.399992,-0.908637,-0.587657,-0.494114,1.04358,0.962991,-0.027471,-1.326595,-1.692713,1.34023,-0.269856,-0.692458,1
-0.859448,-0.951086,-0.822818,-0.822832,-0.410261,-0.375992,-0.15069,-0.461994,1.422423,2.32116,1.771322,-1.00697,1.00697,1.427287,-0.395929,-0.566424,-0.286336,-0.603028,1.334751,1.04358,0.962991,-0.186447,-1.319678,-1.711312,0.978756,2.188299,-0.876087,1
1.118156,1.035442,-0.807521,-0.807536,-0.426328,-0.353624,-0.155477,-0.50016,-0.957217,-2.065062,1.825743,1.50851,-1.50851,2.649034,1.493766,0.019058,-0.960832,-0.655731,-1.151719,1.04358,0.962991,-0.565653,-1.353173,0.124393,1.370294,-2.055712,-1.300577,1
-0.929352,-1.014801,-0.787166,-0.787153,-0.283356,-0.252967,-0.03821,-0.343981,-0.452445,-0.343886,-0.770913,-1.00697,1.00697,-0.775865,-0.364304,-1.461822,-1.524463,-0.521779,-1.408323,1.04358,0.962991,0.651511,0.211458,1.055623,1.697476,-0.614677,1.378029,1
-0.922587,-1.014801,-0.654209,-0.654195,-0.352979,-0.290247,-0.026244,-0.404175,-0.272169,0.266854,-0.825334,-1.00697,1.00697,-0.175006,-0.343096,0.407598,-1.73972,-0.570089,-1.414582,0.965813,0.962991,0.352796,-1.319678,1.096736,1.822195,0.185281,1.238288,1
1.706702,1.638455,0.594633,0.594615,-0.391167,-0.37972,-0.131545,-0.462601,-0.524555,-1.06567,-0.561004,-1.00697,1.00697,-0.575579,-0.971134,-1.362588,-0.864533,-0.574481,1.741116,1.04358,0.962991,0.061163,-1.319678,0.437468,1.314394,-1.021248,-0.429829,1
2.083281,2.01164,1.06244,1.062409,-0.427958,-0.372264,-0.167443,-0.497752,0.016272,-0.788061,1.763547,1.50851,-1.50851,-0.375292,-0.421973,-0.225974,-0.130558,-0.642555,-0.121725,1.04358,0.962991,-0.625962,-1.343071,-0.106294,0.888329,-0.619534,-1.365533,1
1.704447,1.631628,-0.870816,-0.870837,-0.431684,-0.375992,-0.181802,-0.501653,0.160493,-1.06567,-0.739815,-1.00697,1.00697,-0.375292,-1.076055,-0.980918,1.230978,-0.603028,0.522022,1.04358,-1.306792,-0.798393,-1.334312,-1.78569,-0.489217,-0.587619,-1.485963,1
1.740526,1.670312,-0.882497,-0.882517,-0.42889,-0.383448,-0.181802,-0.499086,0.088383,-1.176713,-0.724267,-1.00697,1.00697,0.425854,-1.157909,-1.828989,0.83769,-0.587657,1.741116,1.04358,-1.306792,-2.486701,-1.326595,-1.78569,-0.717516,-0.763845,-1.463141,1
0.921974,0.851125,-0.752869,-0.752835,-0.215129,-0.204502,0.047945,-0.269794,-0.668776,0.15581,-0.755364,-1.00697,1.00697,1.928003,0.787223,-1.519073,-1.838042,-0.539346,-1.788312,1.04358,0.962991,0.835861,0.159056,1.360214,1.879505,-0.577905,1.448602,1
0.872365,0.78741,1.085892,1.085863,-0.424466,-0.375992,-0.15787,-0.493003,0.232603,-0.343886,1.73245,1.50851,-1.50851,-0.375292,1.942099,-0.84199,-0.881527,-0.653535,-0.291155,1.04358,0.962991,-0.504281,-1.353173,0.083933,1.324259,-0.299689,-1.324102,1
1.533069,1.451862,-0.681093,-0.681109,-0.424698,-0.36108,-0.155477,-0.491642,0.773431,-0.177321,-0.802011,-1.00697,1.00697,-0.775865,-0.685392,-1.465639,-1.185395,-0.651339,-1.23934,1.04358,0.962991,-0.511599,-1.365134,0.124393,1.50065,0.206789,-1.369395,1
-1.267597,-1.36523,0.052883,0.05287,-0.38814,-0.334984,-0.124365,-0.457389,-0.380335,-0.232843,1.856841,-1.00697,1.00697,0.225567,-1.194743,-1.738915,-1.134817,-0.616204,-0.900479,1.04358,0.962991,-2.411167,-1.326595,0.509578,1.471291,-0.806168,-0.435797,1
1.533069,1.492821,1.270741,1.270737,-0.209541,-0.308888,-0.050176,-0.340872,-2.507589,-0.621495,-0.561004,-1.00697,1.00697,-0.575579,-0.628095,-0.849623,-0.808292,-0.368063,0.816178,1.04358,0.962991,0.848372,0.585672,1.000643,1.281746,-2.27218,1.453517,1
0.53412,0.450634,-0.850804,-0.850819,-0.417014,-0.368536,-0.15787,-0.483263,0.448934,-0.232843,1.608059,-1.00697,1.00697,-0.775865,2.374805,-1.309154,-0.405293,-0.627184,0.021777,1.04358,0.962991,-0.313675,-1.334312,0.083933,1.04781,-0.01176,-1.184009,1
1.857784,1.795465,-0.309715,-0.309727,-0.379525,-0.320072,-0.126758,-0.448295,-0.740886,-0.232843,1.841292,-1.00697,1.00697,0.225567,0.033801,-1.125952,-0.690953,-0.576677,-0.666227,1.04358,0.962991,0.1688,0.159056,0.486248,1.213632,-0.785353,0.033986,1
-1.251812,-1.347026,-0.155984,-0.155994,-0.381155,-0.338712,-0.117185,-0.43459,0.232603,1.155202,-0.802011,1.50851,-1.50851,-0.175006,-1.146375,-1.298467,-1.119442,-0.570089,-0.600511,1.04358,0.962991,0.154991,-1.319678,0.574999,1.462366,0.523165,-0.080125,1
1.282768,1.20383,0.416299,0.416273,-0.427493,-0.383448,-0.167443,-0.495322,0.5571,0.100288,1.794645,1.50851,-1.50851,-0.375292,1.156679,-0.393909,-0.130558,-0.642555,0.74778,1.04358,0.962991,-0.608023,-1.343071,-0.106294,0.888329,0.11035,-1.365533,1
0.364998,0.289072,1.318517,1.318502,-0.355541,-0.357352,-0.095647,-0.422692,-1.065383,-0.177321,-0.561004,-1.00697,1.00697,-0.575579,2.209983,-0.957254,-1.180135,-0.541542,0.623501,1.04358,0.962991,0.337689,0.159056,0.741406,1.497597,-0.731237,0.774825,1
0.437156,0.355062,1.432697,1.432676,-0.397222,-0.34244,-0.117185,-0.460702,0.376824,-0.288364,1.46812,1.50851,-1.50851,-0.195034,2.220028,-0.218341,-1.238399,-0.611812,-0.717637,1.04358,0.962991,-0.005165,-1.326595,0.574999,1.531419,-0.108199,-0.277799,1
-0.683561,-0.77132,6.438731,6.438691,-0.337611,-0.256695,-0.052569,-0.39935,-0.236114,-0.232843,-0.770913,-1.00697,1.00697,-0.775865,0.232109,-0.579401,-1.579896,-0.554718,-1.5858,1.04358,0.962991,0.435294,0.101973,0.98906,1.729654,-0.500893,1.17895,1
1.309828,1.235688,-0.389069,-0.389091,-0.424698,-0.383448,-0.172229,-0.49215,0.521044,-0.177321,1.343729,1.50851,-1.50851,0.425854,0.913352,-0.925957,1.001155,-0.611812,1.741116,1.04358,0.962991,-0.511599,-1.326595,-0.224574,0.231382,0.048601,-1.335337,1
2.518489,2.448539,-0.802019,-0.801996,-0.357403,-0.308888,0.002475,-0.46393,-1.966762,-2.065062,1.841292,-1.00697,1.00697,0.225567,-1.225252,-0.965651,-2.020524,-0.655731,-1.804406,1.04358,0.962991,0.326359,-1.353173,1.215831,1.985434,-3.124174,0.729883,1
2.263678,2.20961,-0.477331,-0.477334,-0.362992,-0.279063,-0.09804,-0.430354,0.052327,-0.343886,1.841292,-1.00697,1.00697,0.225567,-0.764641,0.122872,-0.960832,-0.552522,-1.037722,1.04358,0.962991,-2.391221,0.260085,0.724765,1.370294,-0.725686,1.000938,1
-1.102985,-1.196842,-0.85819,-0.858192,-0.379525,-0.36108,-0.105219,-0.43182,0.268658,0.599984,1.771322,-1.00697,1.00697,2.428719,-0.872538,-0.695429,-1.271983,-0.603028,0.251112,1.04358,0.962991,0.1688,-1.319678,0.672233,1.550914,0.578669,0.199358,1
-1.048865,-1.137679,-0.47848,-0.47848,-0.338076,-0.368536,-0.083681,-0.386643,-0.308224,0.711028,1.771322,-1.00697,1.00697,1.427287,-0.766501,-1.386251,-1.297878,-0.576677,1.397338,1.04358,0.962991,0.432933,0.159056,0.819226,1.565946,0.152672,0.968285,1
2.218579,2.166375,0.099024,0.099011,-0.374635,-0.327528,-0.121972,-0.437474,-0.127948,-0.232843,1.856841,-1.00697,1.00697,0.225567,-0.673114,-0.060329,-0.412576,-0.539346,0.064694,1.04358,0.962991,0.207983,0.305389,0.531928,1.052272,-0.341318,0.633679,1
1.774351,1.715822,0.403315,0.403304,-0.349021,-0.346168,-0.105219,-0.415585,-0.344279,-0.677017,-0.669846,-1.00697,1.00697,-0.775865,-1.2286,-1.050382,-0.856846,-0.508603,0.564491,1.04358,0.962991,0.375339,0.260085,0.672233,1.309931,-0.713198,0.87805,1
-0.273157,-0.345798,5.766899,5.767033,0.331846,0.406896,0.655818,0.390585,-1.714376,0.15581,-0.770913,-1.00697,1.00697,-0.775865,1.228115,0.035851,-2.128152,-0.473468,-2.405683,1.04358,0.962991,-2.273671,0.347673,2.241033,2.047911,-0.085303,1.455624,1
-0.270902,-0.345798,-0.732974,-0.732963,-0.27148,-0.30516,-0.035817,-0.339863,-1.750431,0.15581,1.771322,-1.00697,1.00697,1.427287,0.755226,-1.22824,-1.375564,-0.53715,-0.494114,0.796851,0.962991,0.688688,0.305389,1.034088,1.611042,-0.870692,1.4163,1
1.564639,1.501923,-0.92532,-0.925332,-0.391866,-0.349896,-0.145904,-0.467417,-1.281714,-1.176713,-0.739815,-1.00697,1.00697,0.425854,-0.765013,-1.160303,0.081461,-0.523975,0.499222,1.04358,0.962991,0.053964,0.211458,0.266492,0.765254,-1.449326,-0.395069,1
1.420321,1.354015,1.054653,1.054633,-0.376963,-0.346168,-0.121972,-0.439728,-0.236114,-0.177321,-0.755364,-1.00697,1.00697,-0.775865,-0.420113,-0.994658,-0.792107,-0.539346,0.094199,1.04358,0.962991,0.18969,0.159056,0.531928,1.272351,-0.313565,0.167056,1
-1.05112,-1.12175,-0.461123,-0.461142,-0.404906,-0.279063,-0.143511,-0.463367,1.278203,0.211332,-0.755364,-1.00697,1.00697,-0.775865,-0.660464,0.527443,0.725206,-0.409786,-0.31306,-0.902281,-1.306792,-0.104186,-1.274223,-0.004818,-0.782812,0.77571,-0.312909,2
-1.053375,-1.124025,-0.027721,-0.02774,-0.387209,-0.301432,-0.143511,-0.437471,1.170037,0.711028,-0.802011,1.50851,-1.50851,-0.175006,-0.66344,-0.168724,1.53444,-0.40759,0.154997,0.070649,-1.306792,0.100347,-1.274223,0.162569,-0.31306,0.988015,0.145287,2
-1.231518,-1.321996,-0.736071,-0.73609,-0.427725,-0.36108,-0.169836,-0.500306,-0.524555,-2.065062,-0.81756,1.50851,-1.50851,-0.175006,-1.096891,1.450321,1.736749,-0.53715,0.847024,1.04358,-0.1719,-0.616875,0.159056,-0.162905,-0.195622,-1.693546,-1.148548,2
-1.179653,-1.267383,0.567724,0.567702,-0.405371,-0.3238,-0.148297,-0.469785,0.196548,-0.288364,-0.833109,1.50851,-1.50851,-0.175006,-0.970018,0.193863,0.195563,-0.521779,-0.404705,1.04358,0.962991,-0.110795,0.211458,0.233537,0.699254,-0.052,-0.470557,2
-1.003766,-1.062586,-0.577624,-0.577638,-0.362061,-0.156038,-0.114792,-0.405919,1.242148,0.266854,-0.770913,-1.00697,1.00697,-0.775865,-0.544753,-0.457266,1.089362,-0.328536,-1.132943,-1.194328,-1.306792,0.296972,0.64034,0.233537,-0.571424,0.787505,0.807127,2
-1.141319,-1.169536,-0.43079,-0.430741,0.228459,0.336063,0.186751,0.272578,-0.091893,0.15581,-0.833109,1.50851,-1.50851,-0.175006,-0.876259,0.240427,-1.123084,-0.097963,-1.866098,0.070649,0.962991,1.39269,0.9321,1.541468,1.464479,-0.065183,1.455624,2
-1.139064,-1.196842,-0.393766,-0.393768,-0.298258,-0.062837,-0.014278,-0.354191,0.196548,-0.732539,-0.802011,1.50851,-1.50851,-0.175006,-0.871794,0.559503,-0.022526,-0.310969,-1.505779,-1.208875,0.962991,0.600643,-1.257007,0.789208,0.825617,-0.414167,1.446495,2
-0.246098,-0.300288,-0.242611,-0.24262,-0.326201,-0.208231,-0.107613,-0.363066,0.737375,0.599984,-0.81756,1.50851,-1.50851,-0.175006,1.30476,-0.14048,0.54677,-0.343908,-0.813305,0.454451,0.962991,0.488994,0.61361,0.574999,0.495147,0.558549,1.345025,2
-0.656501,-0.712157,0.262107,0.26208,-0.406303,-0.316344,-0.15787,-0.473634,0.304713,-1.06567,-0.81756,1.50851,-1.50851,-0.175006,0.304661,-0.077886,-0.690953,-0.32634,1.409855,-1.260347,-1.306792,-0.124368,0.64034,-1.760419,-1.604877,-0.456489,-0.602574,2
-1.258577,-1.358404,0.232782,0.232758,-0.419808,-0.372264,-0.165049,-0.491505,-0.200059,-1.620888,-0.786462,1.50851,-1.50851,-0.175006,-1.162746,-1.730518,0.002561,-0.603028,0.251112,1.04358,0.962991,-2.458022,-1.334312,-0.053761,0.811055,-1.198862,-1.284778,2
-1.217988,-1.292414,-0.002024,-0.002026,-0.337378,-0.148582,-0.066928,-0.396952,0.232603,-0.677017,-0.81756,1.50851,-1.50851,-0.175006,-1.063777,0.966363,-0.801818,-0.425157,-1.54959,0.63684,0.962991,0.436474,0.46033,0.862297,1.277988,-0.395434,1.414895,2
-0.392671,-0.461849,-0.597908,-0.597907,-0.337611,-0.200774,-0.078894,-0.383499,0.448934,0.211332,-0.786462,1.50851,-1.50851,-0.175006,0.941256,0.706064,-0.852799,-0.442725,-1.34216,1.04358,0.962991,0.435294,0.424993,-1.64638,1.307582,0.279639,1.391722,2
-0.624932,-0.70533,-0.186863,-0.186876,-0.389304,-0.3238,-0.129151,-0.447975,0.70132,-0.288364,-0.786462,1.50851,-1.50851,-0.175006,0.376841,0.148826,-0.286336,-0.506407,-0.225886,0.850561,0.962991,0.079929,0.260085,0.437468,0.978756,0.238011,0.210242,2
-1.109749,-1.190016,-0.18008,-0.180105,-0.424,-0.34244,-0.172229,-0.490957,0.665265,-0.232843,-0.802011,1.50851,-1.50851,-0.175006,-0.800731,0.118292,-0.286336,-0.473468,0.847024,-0.482114,-1.306792,-0.490119,0.347673,-1.776227,-1.370001,0.156141,-1.218418,2
-0.963177,-1.064862,-0.797834,-0.797849,-0.427958,-0.357352,-0.153083,-0.495257,0.881596,-0.232843,-0.81756,1.50851,-1.50851,-0.175006,-0.442809,0.513702,-0.960832,-0.635967,-1.052921,0.749295,0.962991,-0.625962,-1.353173,0.124393,1.370294,0.35457,-1.300577,2
-1.10524,-1.201393,0.246684,0.246658,-0.427027,-0.368536,-0.172229,-0.496398,0.232603,-0.732539,-0.802011,1.50851,-1.50851,-0.175006,-0.789569,-0.154984,1.001155,-0.587657,0.365556,1.04358,0.962991,-0.590674,-1.326595,-0.224574,0.231382,-0.486323,-1.335337,2
-0.852683,-0.939708,-0.896329,-0.896348,-0.421438,-0.346168,-0.172229,-0.488904,0.521044,-0.677017,-0.81756,1.50851,-1.50851,-0.175006,-0.173437,-0.386276,1.399703,-0.53715,0.094199,1.04358,-1.306792,-0.418125,0.159056,-0.224574,-0.391274,-0.1193,-1.201565,2
-1.168379,-1.221873,0.540017,0.54001,-0.306408,-0.144854,-0.035817,-0.381463,-0.308224,-1.176713,-0.802011,1.50851,-1.50851,-0.175006,-0.94323,1.188495,0.05071,-0.280226,-1.014476,-0.601842,0.962991,0.570429,0.71479,0.819226,0.783105,-1.105198,1.452113,2
-0.146879,-0.225195,-0.629655,-0.629668,-0.401413,-0.312616,-0.138724,-0.462011,0.737375,-0.232843,-0.802011,1.50851,-1.50851,-0.175006,1.542506,0.312181,-0.117611,-0.521779,-0.653709,0.819789,0.962991,-0.056859,0.211458,0.328161,0.880813,0.349713,-0.243039,2
-0.872978,-0.939708,0.14361,0.143581,-0.427493,-0.334984,-0.181802,-0.494124,0.953706,0.266854,-0.802011,1.50851,-1.50851,-0.175006,-0.224409,0.25493,-1.346027,-0.392218,1.538157,-0.554846,-1.306792,-0.608023,0.526022,-1.809525,-1.985141,0.561324,-1.312515,2
-1.0421,-1.130852,-0.623085,-0.6231,-0.412124,-0.349896,-0.15069,-0.478008,0.448934,-0.343886,-0.833109,1.50851,-1.50851,-0.175006,-0.63442,0.527443,0.118281,-0.53715,0.251112,1.04358,0.962991,-0.218549,0.159056,-1.711312,0.743881,-0.10473,-0.659102,2
-0.960922,-0.957913,-0.190493,-0.190505,-0.322708,0.00054,-0.057355,-0.349868,1.278203,0.655506,-0.755364,-1.00697,1.00697,-0.775865,-0.442064,2.066336,0.102501,0.106259,-0.653709,-1.611698,-1.306792,0.504337,-1.211552,0.509578,-1.144051,0.93251,1.454922,2
-1.04661,-1.133128,0.2719,0.271875,-0.417014,-0.346168,-0.167443,-0.480798,0.989762,0.100288,-0.802011,1.50851,-1.50851,-0.175006,-0.64707,-0.180937,1.736749,-0.521779,0.329345,1.04358,-0.1719,-0.313675,0.211458,-0.106294,-0.195622,0.51137,-1.032331,2
-0.816604,-0.88282,-0.173986,-0.174006,-0.404207,-0.249239,-0.126758,-0.461237,1.350313,0.544463,-0.755364,-1.00697,1.00697,-0.775865,-0.092328,0.882396,0.773356,-0.394414,-0.64298,-1.5675,-1.306792,-0.094272,0.526022,0.040863,-0.754862,0.94153,-0.103298,2
-1.278872,-1.367506,0.453971,0.453947,-0.418411,-0.346168,-0.15787,-0.496877,-1.353824,-2.953411,-0.786462,1.50851,-1.50851,-0.175006,-1.21223,1.121321,0.784685,-0.521779,0.329345,1.04358,0.962991,-0.344361,0.211458,0.083933,0.35704,-2.70789,-0.764084,2
-0.913567,-1.01025,-0.770118,-0.770134,-0.421904,-0.334984,-0.148297,-0.48813,0.737375,-0.177321,-0.786462,1.50851,-1.50851,-0.175006,-0.324493,0.125162,-0.511303,-0.603028,-1.103885,0.244087,0.962991,-0.430517,-1.334312,0.124393,1.109347,0.231072,-1.148548,2
-1.202203,-1.262832,-0.287088,-0.287106,-0.38488,-0.249239,-0.114792,-0.47472,-1.5341,-2.509236,-0.802011,1.50851,-1.50851,-0.175006,-1.025827,0.598433,0.765668,-0.328536,-0.245556,-1.51379,-1.306792,-2.408098,0.64034,0.162569,-0.759324,-2.681526,0.612261,2
-1.227008,-1.324271,0.461335,0.461315,-0.407234,-0.346168,-0.136331,-0.474417,0.232603,-0.732539,-0.802011,1.50851,-1.50851,-0.175006,-1.086101,-0.652681,-0.792107,-0.587657,-0.611687,0.613342,0.962991,-0.138294,-1.326595,0.328161,1.272351,-0.421105,-0.791119,2
-1.265342,-1.358404,-0.826249,-0.826263,-0.409563,-0.357352,-0.143511,-0.489832,-1.389879,-2.453715,-0.802011,1.50851,-1.50851,-0.175006,-1.179116,-0.212234,-0.084027,-0.554718,0.344097,0.314022,0.962991,-0.174999,0.101973,-1.711312,0.861318,-2.501136,-0.76935,2
-0.304727,-0.40041,-0.63992,-0.639936,-0.426328,-0.353624,-0.15787,-0.4958,0.196548,-0.788061,-0.802011,1.50851,-1.50851,-0.175006,1.15854,-0.243531,-0.881527,-0.635967,-1.151719,1.04358,0.962991,-0.565653,-1.353173,0.083933,1.324259,-0.543215,-1.324102,2
-0.900038,-0.998872,-0.330589,-0.330606,-0.423767,-0.346168,-0.15069,-0.491701,0.484989,-0.621495,-0.81756,1.50851,-1.50851,-0.175006,-0.288775,0.436605,-0.893261,-0.6184,-1.082427,1.04358,0.962991,-0.483155,-1.343071,-1.711312,1.33107,-0.147052,-1.166454,2
-0.73768,-0.780422,-0.415776,-0.41578,-0.275904,-0.103845,-0.066928,-0.304231,0.737375,0.100288,-0.833109,1.50851,-1.50851,-0.175006,0.108585,0.21371,0.749888,-0.229719,-1.079744,-0.380289,0.962991,0.675233,0.781538,0.707635,0.37724,0.366365,1.450006,2
-1.227008,-1.310618,0.589623,0.589612,-0.353445,-0.267879,-0.095647,-0.420931,-0.127948,-0.621495,-0.833109,1.50851,-1.50851,-0.175006,-1.085729,-0.195441,-0.828927,-0.48884,-1.052921,0.783423,0.962991,0.350082,0.305389,0.707635,1.29396,-0.75552,1.067298,2
-1.010531,-1.080791,-0.443597,-0.443593,-0.307573,-0.167222,-0.050176,-0.362808,0.196548,-0.232843,-0.81756,1.50851,-1.50851,-0.175006,-0.558147,0.635074,-0.88962,-0.40759,-1.394912,0.592642,0.962991,0.566062,-1.274223,0.941095,1.328956,-0.351031,1.442633,2
-1.254067,-1.356128,0.689917,0.689889,-0.424466,-0.375992,-0.167443,-0.495099,-0.127948,-1.232235,-0.848657,1.50851,-1.50851,-0.175006,-1.151584,-1.483959,-0.130558,-0.6184,0.115657,1.04358,0.962991,-0.504281,-1.343071,-0.106294,0.888329,-0.944929,-1.365533,2
-1.287892,-1.321996,-0.478032,-0.477836,1.256977,1.320266,1.084201,0.99856,-1.498045,-1.232235,-0.833109,1.50851,-1.50851,-0.175006,-1.234181,0.624387,-1.926653,-0.130902,-2.37439,-0.469805,0.962991,1.869736,0.897518,2.305475,1.930943,-1.499974,1.455624,2
-1.287892,-1.374333,-0.556292,-0.556251,-0.25192,-0.070293,0.08863,-0.362176,-1.209603,-2.065062,-0.786462,1.50851,-1.50851,-0.175006,-1.234181,0.782398,-1.837232,-0.506407,-2.05654,1.04358,0.962991,0.744748,0.260085,1.468542,1.879035,-2.004371,1.455273,2
-1.287892,-1.367506,-0.84202,-0.842016,-0.358801,-0.219415,-0.064535,-0.431423,-0.200059,-0.677017,-0.833109,1.50851,-1.50851,-0.175006,-1.234181,1.30147,-0.933723,-0.455901,-1.295667,0.44438,0.962991,0.317744,0.387541,-1.64638,1.354558,-1.062182,1.366793,2
-1.10073,-1.194567,0.111783,0.111756,-0.426794,-0.372264,-0.174622,-0.495513,0.412879,-0.677017,-0.802011,1.50851,-1.50851,-0.175006,-0.778779,-0.702299,1.332132,-0.570089,0.995891,0.484103,-1.306792,-0.582176,-1.319678,-1.767891,-0.430498,-0.260142,-1.369395,2
-1.251812,-1.351577,-0.805993,-0.80601,-0.424466,-0.372264,-0.167443,-0.494694,0.052327,-1.121191,-0.802011,1.50851,-1.50851,-0.175006,-1.146375,-0.739702,0.180592,-0.603028,0.251112,1.04358,0.962991,-0.504281,-1.334312,-0.106294,0.70771,-0.820738,-1.316377,2
-0.983471,-1.073964,-0.151325,-0.151347,-0.418178,-0.331256,-0.165049,-0.487471,0.160493,-0.954626,-0.770913,1.50851,-1.50851,-0.175006,-0.495641,-0.386276,0.869655,-0.554718,-0.591123,1.04358,0.962991,-0.339168,0.101973,-0.053761,0.307716,-0.643817,-1.103255,2
-1.089455,-1.133128,0.077276,0.077261,-0.322475,-0.144854,-0.054962,-0.388201,-0.164004,-0.788061,-0.786462,1.50851,-1.50851,-0.175006,-0.751991,0.2847,1.357623,-0.214348,-0.769494,-1.847238,-1.306792,0.505281,0.802227,0.462266,-0.415936,-0.727768,1.402255,2
-0.848174,-0.910127,-0.250864,-0.250855,-0.259372,-0.021829,0.000081,-0.302163,0.412879,-0.232843,-0.802011,1.50851,-1.50851,-0.175006,-0.164135,0.607593,-0.92037,-0.359279,-1.759254,-0.035092,0.962991,0.724094,0.585672,1.055623,1.346807,-0.157459,1.45457,2
-0.780525,-0.850963,-0.653741,-0.653761,-0.412357,-0.312616,-0.160263,-0.479002,0.376824,-0.677017,-0.802011,1.50851,-1.50851,-0.175006,0.000688,-0.020636,0.032907,-0.425157,0.30431,-0.704786,-1.306792,-0.22268,0.46033,-0.224574,-1.184684,-0.233084,-0.828688,2
-0.947392,-1.037556,0.193931,0.193905,-0.42726,-0.368536,-0.172229,-0.496834,0.160493,-1.06567,-0.81756,1.50851,-1.50851,-0.175006,-0.404486,0.377065,1.368952,-0.554718,1.053112,0.535016,-1.306792,-0.599289,0.101973,-1.760419,-0.409125,-0.554316,-1.292502,2
-1.231518,-1.301516,0.447471,0.447472,-0.309203,-0.178406,-0.03103,-0.357052,0.160493,0.100288,-0.802011,1.50851,-1.50851,-0.175006,-1.096891,1.099184,-0.916324,-0.392218,-1.262586,0.324093,0.962991,0.559689,0.526022,0.98906,1.344458,-0.058245,1.450357,2
-1.269852,-1.36523,0.367613,0.367591,-0.415617,-0.334984,-0.15069,-0.483602,0.196548,-0.788061,-0.802011,1.50851,-1.50851,-0.175006,-1.190278,0.311417,-0.286336,-0.570089,-0.69752,1.04358,0.962991,-0.284642,-1.319678,-1.711312,0.978756,-0.411392,-0.876087,2
1.341397,1.2903,0.347452,0.347427,-0.412357,-0.293975,-0.15787,-0.472282,1.133982,0.711028,1.934585,1.50851,-1.50851,0.425854,1.044317,0.941936,0.671797,-0.48884,-0.155253,0.056103,-1.306792,-0.22268,0.46033,-0.053761,-0.813815,0.960956,-0.510935,2
-1.181908,-0.992045,-0.788492,-0.788488,0.440589,0.313695,0.045552,0.45892,-1.60621,-0.232843,-0.755364,-1.00697,1.00697,-0.775865,-0.977459,0.274014,-0.780778,1.443584,0.349909,-1.753806,-1.306792,1.533845,1.74637,0.862297,-1.657019,-0.42388,1.455624,3
