A1,A2,A3,A4,A5,Class
2.105992,-0.653075,-0.44703,-0.643508,-0.248659,1
0.465614,0.072695,-0.502522,-0.269702,0.148159,1
-0.395191,1.230788,-0.257904,1.639235,-0.866711,1
2.866167,-0.755722,-0.509316,0.118736,-0.455847,1
-0.098153,0.87213,-1.2024,-0.273693,-0.345229,1
-0.504307,1.705377,-1.474198,-0.055529,-0.408439,1
-1.118994,-2.14809,0.860996,-1.78754,-0.138041,1
-0.67768,-0.833008,-0.122005,1.077861,-0.138041,1
-2.183482,0.361313,-1.236375,-0.711352,-0.289043,1
2.124178,-1.803923,-0.639553,-0.348188,-0.369811,1
2.161762,-1.032263,-0.717695,-0.397408,-0.034447,1
-0.654645,0.304556,0.479347,-1.150341,0.436115,1
-0.823168,-0.808856,0.632233,2.080885,-1.228413,1
-0.408527,-0.027536,2.0184,-1.468276,-0.641965,1
1.418561,0.864884,-0.161642,-0.769884,-0.317136,1
-0.775885,-1.005696,-0.09709,1.725702,-0.138041,1
-0.718902,-0.669982,-0.051791,1.785565,-0.138041,1
-0.812257,-0.473142,1.060314,2.150059,-1.319716,1
0.375896,-0.035989,-1.119728,-0.648829,-0.236368,1
1.42826,1.268224,-1.326974,-0.119382,0.797817,1
-0.007223,1.402268,-0.132197,0.102773,1.515952,1
1.669528,-1.19529,-0.285084,1.918592,-1.06512,1
-0.786796,-0.818517,0.677533,0.964788,-0.138041,1
0.042486,1.071385,-1.277144,-0.115391,-0.487452,1
1.097275,1.888933,-1.300927,-0.69938,-0.269729,1
-0.654645,-0.055311,2.269813,-1.671807,-0.791211,1
-0.56129,-0.497294,-2.930579,-1.147681,-0.654256,1
-0.61706,-0.223168,1.935729,0.984742,-0.958015,1
-0.689804,-1.104719,-0.060851,2.340287,-0.138041,1
3.301419,-1.919853,-1.044984,-0.428004,-0.025668,1
-0.44005,1.491631,0.501997,0.58167,-0.138041,1
2.075682,-1.052792,-0.141257,0.82511,-0.729756,1
-0.560077,0.488111,-0.253374,-0.791168,-0.346985,1
-0.627972,-0.011837,2.340028,-1.44167,-0.138041,1
1.921707,-0.733985,-0.999685,-0.433326,-0.059029,1
-0.74315,0.104093,1.197345,0.391442,-0.138041,1
0.082495,1.096744,-0.134462,0.101443,1.837269,1
0.190399,-0.485218,1.516708,0.43401,0.508105,1
-0.324872,-0.137428,1.705833,0.358185,-0.615627,1
-0.680105,-0.440537,2.212056,-1.435019,-0.731512,1
1.945955,-1.823244,-0.285084,1.117769,-0.699907,1
-0.695866,-0.312531,2.65486,-1.550752,-0.770141,1
-1.208712,0.762238,1.385339,-1.395111,-0.564708,1
-0.464298,1.572541,0.37629,0.536441,-0.138041,1
-0.417014,2.027808,-1.632746,-0.860342,-0.39966,1
0.491074,0.018353,1.751133,-1.179607,-0.468138,1
0.309214,1.407099,-1.317914,-0.792498,-0.387369,1
-0.844992,-0.805233,0.592596,2.856432,-1.628742,1
3.041965,-1.902946,-0.714297,-0.40406,-0.041471,1
1.765307,-0.686888,-0.736947,-0.393417,-0.011621,1
3.124409,-0.895804,-1.000817,-0.616903,-0.222321,1
0.784475,0.393918,-0.367755,1.293365,-0.908851,1
-0.630397,0.856431,0.312871,0.616257,-0.886025,1
2.110842,-1.814791,-0.994022,-0.381445,-0.23988,1
2.310888,-1.808753,-0.980432,-0.610251,-0.217054,1
-0.585538,-0.463481,2.051243,1.250796,-1.116039,1
-0.67768,-0.74123,0.004834,1.040613,-0.138041,1
-1.192951,-2.627509,1.610704,-1.669146,-1.04405,1
-0.273951,1.132972,0.711507,-0.99736,-0.403172,1
0.05461,1.776626,-1.382466,-0.795159,-0.352253,1
-0.731026,0.403579,0.402338,0.155984,-0.138041,1
-0.584325,-0.095162,0.964053,0.455295,-0.833351,1
-1.226898,0.085979,1.814552,-1.409744,-0.749071,1
-0.347907,0.850393,-1.268085,-0.276354,-0.352253,1
1.646492,0.140321,-1.101609,-0.640848,0.014716,1
-0.710415,0.634232,0.909693,0.342222,-0.677082,1
-0.552803,1.785079,-1.299794,-0.776535,0.158694,1
-0.648583,0.199494,2.097675,-1.44167,-0.678837,1
3.248074,-0.954976,-0.998552,-0.615573,-0.21003,1
-1.171127,0.162058,0.915356,-1.252772,-0.138041,1
0.757802,0.093225,-0.496859,-0.668783,0.072658,1
-0.619485,-0.054103,-0.247711,-0.122042,-0.138041,1
3.015293,-0.731569,-0.511581,0.359515,-0.520813,1
-0.524918,0.287649,0.507659,0.125388,0.30794,1
1.970203,-1.190459,-0.708635,-0.322913,-0.248659,1
-0.597662,0.467582,1.602777,-1.299331,-0.636697,1
3.28687,-1.870341,-0.691647,-0.624884,-0.21881,1
2.567917,-1.08902,0.684328,-0.912223,-0.369811,1
-0.185445,2.353861,-1.435693,-0.836397,0.474744,1
-1.134755,-2.224169,1.112409,-2.068227,-0.138041,1
-0.80862,-1.11438,-0.35643,-1.339239,2.987338,1
-1.125056,-0.226791,1.340039,-1.359193,-0.824571,1
1.539801,-0.708625,-0.9793,-0.426674,-0.023912,1
-0.664344,-0.283548,2.184876,-1.666486,1.013784,1
-0.802558,-0.8475,-0.066513,2.180655,-1.235436,1
1.813803,-0.516616,-1.022334,-0.422683,0.03403,1
-0.004798,-0.499709,-0.646348,-0.421353,0.009448,1
1.873211,-0.618055,-0.502522,-0.634196,-0.018645,1
-0.71284,-0.951354,0.482744,1.946527,1.440451,1
0.015813,0.585927,-0.240916,-0.80048,0.135868,1
-0.126038,1.766965,-1.424368,-0.904241,1.703826,1
1.206391,-0.022705,-1.131053,-0.35883,0.025251,1
0.050973,0.666837,-1.195605,-0.248418,-0.587534,1
-0.686167,-1.029848,-0.336046,1.555428,2.799464,1
0.372259,1.538728,-1.249965,-0.286996,-0.331183,1
-2.261076,-2.825556,-1.262422,-0.728645,-0.359276,1
-0.865602,-0.922371,0.499732,2.557121,-0.138041,1
1.186992,0.629401,-1.242037,-0.716673,-0.318892,1
0.027937,1.669149,-1.386996,-0.225803,-0.354009,1
-0.501882,1.141426,0.11242,0.110755,1.74421,1
-0.848629,-0.748476,-0.264699,0.199883,3.831893,1
1.344604,1.130557,-1.187678,-0.714013,-0.308357,1
1.486455,-0.878897,1.488395,-1.122405,-0.42073,1
0.015813,2.537417,-1.514967,0.258415,0.397487,1
0.835396,0.591965,-0.221664,-0.761902,-0.138041,1
2.712192,-0.953769,0.454432,-0.901581,-0.322404,1
0.768714,-0.841461,-0.66107,-0.333555,-0.266217,1
2.67582,-1.849812,-0.673527,-0.171262,-0.304845,1
-0.660707,2.356276,-1.440223,0.016306,1.326322,1
0.086132,1.210259,-1.462873,-0.828416,0.132357,1
-0.637671,-0.242489,2.116927,-1.536119,-0.138041,1
1.474331,0.079941,-0.285084,-0.034245,-0.375079,1
-0.46551,0.72601,-0.055188,-0.819104,0.084949,1
2.639448,-0.772628,-0.714297,-0.619563,-0.194228,1
0.272842,1.494046,-1.295264,-0.736627,-0.325915,1
-0.286075,1.526652,-0.120873,-0.138006,0.293893,1
-0.24849,0.52917,-1.366611,-0.747269,-0.322404,1
-0.818319,-0.447782,0.874586,1.659189,-1.193296,1
2.141152,-0.951354,-1.016672,-0.630206,0.070903,1
0.640199,1.616014,-1.379069,-0.796489,-0.33645,1
-0.275163,1.206636,-1.366611,-0.138006,-0.543638,1
-0.892275,-1.103512,-0.470812,1.027311,2.181412,1
-0.897125,-1.125249,-0.42891,0.346213,-0.138041,1
0.36256,1.53269,-1.259025,-0.731306,0.193811,1
-0.670406,-0.07101,-1.182015,-0.719334,-0.29431,1
1.961716,-0.290794,-1.18428,-0.288326,0.213125,1
0.390445,2.015732,-1.381334,-0.805801,-0.380346,1
-0.225455,0.520717,-0.339443,-0.761902,-0.324159,1
-0.196357,0.608872,-0.300938,-0.760572,-0.138041,1
0.760227,0.171719,-1.183148,-0.688737,0.072658,1
-0.750424,-0.837839,0.266439,2.074233,-1.200319,1
3.419022,-0.785912,-1.022334,-0.656811,-0.236368,1
-0.515219,-0.374118,1.743205,1.479603,-1.04405,1
-0.488546,0.519509,-0.009889,-0.865663,-0.392637,1
-0.80862,0.028014,0.035411,-0.084795,-0.138041,1
-0.346695,1.062931,-0.153715,-0.20984,-0.313624,1
1.188205,1.083461,0.034279,-0.792498,0.214881,1
1.984752,-0.356004,-0.089163,0.598964,-0.58929,1
-0.704353,1.433666,-1.483258,0.2358,-0.138041,1
0.919052,0.44343,0.017291,0.000342,0.553756,1
2.696431,-1.902946,-0.696177,-0.626215,-0.2311,1
-0.763761,-0.189355,1.636751,-1.68777,0.752165,1
3.191091,-1.877586,-0.093693,-0.25906,-0.262705,1
0.0243,1.209052,-1.321312,-0.205849,0.163962,1
1.509491,0.768276,0.084108,-0.835067,0.149915,1
-0.804982,-0.523861,0.097698,2.062261,-1.309181,1
-0.067843,2.310387,-1.365479,-0.788508,-0.375079,1
-0.606149,-0.279925,1.870044,1.273411,-0.138041,1
1.444021,1.152294,-1.453813,0.068186,0.362371,1
0.675359,0.257459,-1.194473,-0.211171,-0.440044,1
-1.192951,0.664422,0.562019,0.254424,0.504593,1
2.10478,-1.812376,-0.630493,-0.280345,-0.304845,1
1.528889,-0.666359,-0.991757,-0.619563,-0.027424,1
0.341949,-0.654283,-0.980432,-0.439977,-0.257438,1
0.428029,0.843147,-1.228447,-0.724655,0.086705,1
-0.715265,-0.170033,1.205273,-1.268735,-0.138041,1
-0.817106,-0.656698,1.154311,0.523138,-0.138041,1
2.925575,-0.426045,-0.309998,-0.024933,-0.350497,1
-0.415802,1.195768,0.75341,0.388781,-0.519057,1
-0.766185,-0.894596,-0.063116,-1.572037,3.157654,1
1.853813,-1.178383,-0.704105,-0.313601,-0.250415,1
-0.493395,0.671667,0.458962,0.146672,-0.138041,1
-0.444899,1.167993,-1.268085,-0.744609,-0.306601,1
2.898902,0.212778,-1.072164,-0.644838,-0.243391,1
-0.831655,-0.790742,0.828154,2.386847,-0.138041,1
3.051665,-1.802715,-0.707502,-0.627545,0.004181,1
-0.710415,-0.481595,1.953849,-1.474927,0.822398,1
1.000282,0.870922,-0.210339,1.135063,-0.6525,1
0.037636,0.15119,-1.135583,-0.679426,-0.227589,1
-0.627972,0.815372,1.020677,0.394102,-0.691128,1
0.72143,-0.806441,-0.68825,-0.342867,-0.497987,1
1.190629,-0.490048,0.666208,0.600294,0.78377,1
1.526464,-0.411554,-0.685985,-0.362821,0.007693,1
-0.413377,0.934925,1.582392,-1.437679,-0.138041,1
-0.818319,-0.48401,1.742073,-1.485569,-1.077411,1
-0.128463,0.936133,0.266439,1.068549,-0.803501,1
3.28687,-1.847396,-0.66107,-0.634196,-0.013377,1
-0.343058,-0.127767,0.573344,-0.933507,0.306184,1
-0.745575,0.380635,0.44424,0.294332,-0.138041,1
0.013388,0.861261,-1.386996,-0.776535,-0.138041,1
-0.420651,1.090706,-1.290734,-1.005342,2.690603,1
-0.744362,0.166889,0.677533,0.145342,-0.448823,1
-0.510369,0.348029,0.524647,0.08947,-0.608604,1
-0.281225,-0.278718,1.136191,0.214516,-0.703419,1
-0.792858,-0.002176,1.709231,-1.621257,-0.752582,1
-0.401253,1.111236,0.973113,0.241121,-0.54715,1
0.293453,2.311595,-1.580652,-0.84704,0.146403,1
1.075451,1.172823,-1.259025,0.225158,0.746898,1
1.387038,0.505018,-1.242037,-0.675435,0.041053,1
-0.584325,1.718661,-0.072175,-0.10874,0.20259,1
0.112805,0.399956,-1.183148,-0.691398,-0.255682,1
-0.784371,-0.440537,1.677521,-1.650523,-0.912363,1
-0.204844,0.657176,-1.280542,-0.727315,-0.138041,1
-0.550378,-0.997243,0.146395,2.102169,-1.077411,1
2.16055,-1.010526,-1.029129,-0.636857,0.070903,1
-0.220605,1.433666,0.458962,-0.980067,-0.138041,1
2.812822,-0.669982,-0.588591,0.686762,-0.536615,1
2.078107,-1.197705,-0.71543,-0.317592,-0.250415,1
0.658385,0.18621,-0.201279,1.729693,-0.900072,1
-0.716477,-0.24732,-0.516111,0.106764,0.820643,1
-0.643733,-0.444159,1.321919,1.358548,-0.935189,1
-0.267889,1.101575,-0.10615,-0.088786,0.214881,1
-0.370943,-0.185732,0.702447,-1.006672,0.313207,1
0.789325,0.777937,-1.219388,-0.708691,-0.267973,1
0.460764,-0.043235,1.720556,-1.154332,-0.461114,1
-0.141799,1.242865,1.106746,-1.09447,0.288626,1
-0.441262,0.951832,0.128275,-0.102088,-0.138041,1
-0.219393,2.22827,-1.454945,-0.861672,-0.35752,1
1.197904,-0.199016,-1.082356,-0.639517,-0.018645,1
-0.055719,2.774107,-1.615759,-0.863003,-0.383858,1
-0.825593,-1.10955,-0.355298,1.209558,-0.138041,1
-0.731026,0.416863,1.419313,0.497863,1.117378,1
-0.364881,-0.009422,-1.209195,-0.687407,-0.266217,1
-0.457023,1.425213,-1.379069,-0.831076,-0.343474,1
-0.579476,0.319047,-1.453813,-0.034245,-0.366299,1
3.209277,-0.939277,-1.017804,-0.385436,-0.002842,1
-0.523705,-0.430876,1.746603,-1.39245,-0.738536,1
-0.566139,0.90715,-0.1741,-0.112731,-0.375079,1
-0.240004,0.591965,-1.359816,-0.773875,-0.318892,1
-0.261827,2.333332,-1.49798,-0.889608,-0.812281,1
-0.732238,0.99289,-1.350756,-0.148648,-0.455847,1
-0.751637,0.199494,1.260765,-1.399102,-0.733268,1
-0.772247,-0.199016,0.105625,1.165659,-0.989619,1
-0.606149,2.118378,-1.503642,-0.138006,0.195567,1
0.904503,1.328604,-1.277144,-0.737957,0.116554,1
-0.175746,-0.102407,1.079567,0.296993,-0.497987,1
-0.230304,2.030223,-1.707491,-0.114061,-0.138041,1
0.070371,-0.538353,-1.074429,-0.616903,-0.020401,1
-0.570989,-0.411554,1.800962,0.849055,0.601164,1
3.245649,-0.640999,-0.554616,-0.904241,-0.557685,1
-0.256977,1.530274,0.966318,-1.151671,-0.497987,1
2.65521,-1.098681,0.483877,-0.89759,-0.339962,1
1.885335,-0.271472,-0.576133,-0.281675,0.213125,1
-0.501882,2.170305,-1.555737,-0.934837,-0.613872,1
-0.532192,1.530274,0.311739,-1.150341,-0.138041,1
2.04416,-0.953769,-0.584061,-0.40805,0.018228,1
-0.721327,-0.225583,1.731881,-1.514835,-0.9387,1
-0.009647,0.972361,-1.380201,-0.985388,2.374553,1
0.155239,1.311698,-1.320179,0.000342,1.911014,1
2.569129,-1.08902,0.684328,-0.912223,-0.368055,1
0.367409,1.53752,-1.271482,-0.740618,0.339545,1
-0.444899,1.210259,0.568814,0.423368,-0.56822,1
-0.872877,-1.208573,-0.490064,1.31997,3.089176,1
2.290277,-0.403101,-1.118596,-0.630206,-0.225833,1
0.33225,0.426524,-1.280542,0.171947,0.759188,1
-0.786796,-0.961014,-0.203544,-1.658504,-0.138041,1
-0.550378,-0.76659,1.269825,0.741303,-0.828083,1
2.71098,-0.906672,-1.005347,-0.630206,-0.224077,1
2.810397,-1.841358,-0.743742,-0.409381,-0.28202,1
1.821078,-0.467104,-0.296408,1.081852,-0.796478,1
-0.752849,0.472413,-0.065381,-0.087455,0.176252,1
2.296339,-0.715871,0.337786,-0.893599,-0.324159,1
-0.19272,0.526755,0.255114,-0.179244,0.125333,1
0.007326,0.827448,-1.253362,-0.30828,-0.138041,1
1.572536,-0.930824,-0.747139,-0.40539,-0.225833,1
-0.403678,2.770485,-1.51157,-0.876305,-0.417219,1
-0.781947,-0.772628,0.796444,1.148365,-0.138041,1
0.551694,0.175342,-0.41985,-0.284335,0.070903,1
-0.619485,0.683743,-1.384731,-0.064841,-0.352253,1
1.023318,-0.054103,-1.056309,-0.384106,0.01296,1
0.914202,-0.157957,-0.390405,-0.816443,2.155074,1
0.948149,0.641477,-1.203533,-0.69938,-0.266217,1
-1.964037,-0.452613,-1.19334,-0.076813,-0.931677,1
-0.358819,0.909566,-0.182027,-0.036905,-0.682349,1
2.361809,-1.13974,0.454432,-0.934837,0.334277,1
0.391657,0.734463,-1.263555,-0.744609,-0.331183,1
3.106223,-0.836631,-0.616903,-0.261721,0.854003,1
-0.871664,-1.182006,-0.298673,-0.777865,0.790793,1
-1.145667,-0.07101,0.841744,-1.255432,-0.138041,1
0.191611,1.542351,-1.473065,0.854376,-0.643721,1
-0.724964,-0.13622,2.144107,-1.517496,-0.873735,1
0.186762,1.277885,-1.386996,1.401117,-0.847397,1
-0.79892,-0.008214,0.657148,0.049562,-0.452335,1
2.509721,-1.11438,-0.991757,-0.630206,-0.015133,1
0.23162,-0.328229,-1.137848,-0.658141,-0.138041,1
0.732342,1.413137,0.265306,0.205204,-0.413707,1
0.404994,0.70065,-1.160498,-0.679426,0.021739,1
0.177062,0.982022,0.611848,0.245112,1.36495,1
-0.892275,-1.097474,-0.3972,0.427359,-0.138041,1
-0.116339,2.285028,-1.44815,-0.152639,-0.485696,1
-0.36973,2.150983,-1.646336,-0.914883,-0.459358,1
0.288603,-0.47435,-1.015539,-0.433326,-0.004598,1
0.60504,1.816477,-1.407381,-0.760572,-0.35752,1
-0.728601,-0.22196,2.165624,-1.791531,-0.138041,1
-1.459679,-2.482596,-1.19787,-0.666123,-0.259194,1
1.131222,1.04844,-0.291878,-0.237776,-0.355764,1
0.123717,-0.467104,-1.067634,-0.639517,-0.269729,1
-0.689804,-0.293209,1.409121,-1.186258,-0.598069,1
-0.706778,-1.069699,-0.396068,1.334603,3.449122,1
3.057727,-1.852227,-0.986095,-0.622224,-0.227589,1
-0.263039,1.196976,-1.480993,-0.795159,-0.350497,1
-0.564927,1.180069,-1.487788,-0.119382,-0.627918,1
-0.683742,0.204324,0.803239,0.167956,-0.494475,1
0.928751,-1.02864,-0.604446,-0.638187,-0.224077,1
-0.574626,1.568918,-1.632746,-1.191579,2.251645,1
-0.506732,-2.773629,-2.35754,-1.509514,-0.752582,1
-0.619485,0.220023,1.270957,-1.319285,-0.138041,1
0.023087,0.683743,-1.306589,-0.136675,-0.893049,1
-0.590387,0.177757,1.161106,-1.121075,-0.585778,1
-0.164835,0.198286,-1.268085,-0.755251,-0.58929,1
-0.06663,1.527859,0.170177,-0.956122,-0.452335,1
-0.441262,3.191939,-1.587447,-1.000021,-0.401416,1
1.94838,-0.36808,-1.018937,-0.376124,0.007693,1
0.329825,1.04844,-1.285072,-0.192547,-0.404928,1
-0.606149,0.972361,0.543899,0.145342,-0.605092,1
-0.691017,-0.232829,1.800962,-1.582679,-0.138041,1
0.926326,1.344303,-1.407381,-0.808462,-0.329427,1
1.501004,-1.148193,-0.953252,-0.435986,-0.310113,1
-0.208481,0.270743,0.683195,0.303644,1.645883,1
1.091213,0.442222,-1.165028,-0.647499,-0.138041,1
2.763113,-1.087813,0.673003,-0.961443,-0.359276,1
-0.527343,0.534,1.702436,-1.383138,-0.138041,1
-0.727389,0.024391,2.061435,-1.327267,0.673153,1
2.215108,-0.336683,-1.034792,-0.65282,-0.206519,1
-0.77346,-0.153127,1.441963,-1.275386,-0.138041,1
-0.289712,0.599211,0.364966,-0.086125,-0.138041,1
-0.870452,-1.118003,-0.277156,1.471621,1.881165,1
-0.687379,0.118584,0.239259,-0.970755,0.241218,1
-0.22303,0.768276,-1.418706,-0.25906,-0.341718,1
-0.744362,-0.115691,0.99463,-1.19424,-0.489208,1
-0.801345,-0.946523,-0.336046,0.504515,-0.138041,1
-0.427926,-0.290794,1.147516,-1.103782,-0.492719,1
0.893591,1.046025,-1.286204,-0.740618,0.134112,1
2.063558,-0.945316,-0.648613,-0.334886,-0.225833,1
-0.716477,-0.951354,0.99916,1.044604,1.09982,1
2.333923,-0.88735,0.793047,-0.970755,-0.364544,1
-0.22303,2.16789,0.035411,-0.118052,0.214881,1
1.481606,-0.426045,-0.430042,-0.15929,0.694223,1
1.739847,0.280403,0.147528,0.299653,-0.46287,1
-0.546741,1.132972,0.37176,0.312956,-0.664791,1
-0.284862,0.194663,-1.26129,-0.741948,-0.264461,1
2.006575,-1.116795,-0.631625,-0.253739,-0.248659,1
2.982558,-0.859576,-0.507052,0.08548,0.153427,1
-0.517643,0.222438,0.325328,0.032269,-0.138041,1
-0.840142,-0.537145,0.597126,1.720381,-0.138041,1
2.007788,0.079941,-0.127667,0.396763,-0.490963,1
-0.044807,0.626986,-1.353021,-0.740618,0.051588,1
-0.715265,1.347926,0.408,-1.179607,-0.529592,1
-1.226898,1.382947,0.200755,0.122727,-0.138041,1
0.124929,1.042402,-1.308854,-0.095437,0.188543,1
0.459552,1.257356,-1.389261,-0.756581,-0.324159,1
1.977478,-0.056518,-1.049514,-0.638187,0.005937,1
-0.181808,0.951832,0.138468,-0.860342,-0.355764,1
-0.872877,-0.957392,0.366098,1.945197,-0.138041,1
0.955424,1.270639,-1.297529,-0.235115,0.148159,1
-0.848629,-0.545598,0.599391,1.8135,-0.138041,1
-0.014497,0.090809,-0.295276,-0.30695,-0.280264,1
-0.551591,-0.482803,1.479335,-1.357863,-0.699907,1
-0.846204,-0.817309,0.683195,2.429415,-0.138041,1
-0.709203,0.646308,1.5269,-1.526807,-0.638453,1
-0.487333,0.569021,-1.278277,-0.735297,-0.138041,1
0.710519,1.76938,-1.372274,0.032269,0.386952,1
-0.71284,-0.328229,-0.256771,0.050893,-0.138041,1
0.299515,1.878065,-1.350756,-0.79915,0.30794,1
0.179487,1.166785,-1.195605,-0.723324,-0.325915,1
-0.364881,1.707792,0.824756,0.388781,-0.61036,1
-0.760123,-0.893388,2.076157,-1.432358,0.562535,1
-0.55644,1.571333,-1.625951,-1.286029,2.265692,1
-0.49097,1.024288,0.541634,0.38213,-0.138041,1
-0.523705,-0.007007,1.770385,-1.557404,-0.138041,1
0.277692,0.814165,-1.24317,-0.69938,0.069147,1
-0.166047,1.205429,-1.367744,-0.84704,-0.569976,1
2.050222,-1.782186,-0.62483,-0.318922,-0.299578,1
-0.723751,-0.292001,1.880237,0.900935,-0.782431,1
-0.557653,-0.794365,1.072772,0.704055,1.486103,1
2.520633,-1.826867,-0.730152,-0.350849,-0.243391,1
0.843883,1.58824,-1.405116,-0.003648,0.51864,1
-0.737088,0.172927,1.968571,-1.552083,-0.729756,1
-0.355182,1.100367,-1.496847,-0.067501,-0.138041,1
0.778413,0.35769,-0.431175,-0.169932,0.123578,1
-0.687379,-0.151919,1.854189,-1.462954,-0.138041,1
-0.233942,1.277885,0.001436,0.016306,-0.67357,1
-0.174534,2.194457,0.155455,-0.054199,0.242974,1
3.172905,-1.070906,-0.991757,-0.616903,-0.016889,1
-0.715265,1.531482,-1.522895,-0.203189,0.146403,1
-0.370943,2.411826,-1.359816,-0.886948,0.427336,1
2.635811,-1.055208,0.547296,-0.930847,-0.345229,1
0.281329,1.79957,-1.341696,-0.130024,0.948818,1
2.136302,-0.632546,-0.479872,-0.636857,-0.020401,1
-0.33942,1.634128,0.225669,0.149333,-0.475161,1
2.930425,-0.806441,-1.033659,-0.622224,-0.238124,1
1.715599,-0.860783,-0.672395,-0.40539,-0.016889,1
-0.837717,-0.797988,0.683195,0.312956,-0.138041,1
-0.003585,0.967531,-1.375671,-0.784517,-0.33645,1
1.283984,-0.442952,-0.005359,1.609969,-0.921142,1
-0.471572,-0.799195,0.289089,2.694139,-1.447891,1
3.120771,-1.064868,-0.991757,-0.632866,-0.234612,1
-0.221818,2.341785,-1.49345,-0.118052,0.343056,1
-1.217199,-2.312324,-1.774307,-1.381808,-0.699907,1
2.310888,-1.161477,-0.648613,-0.235115,-0.285531,1
-0.851054,-1.186836,-0.238651,1.31997,1.784594,1
-0.670406,2.289858,-1.409646,0.046902,1.656418,1
0.461977,-0.33789,-1.128788,-0.35883,0.039298,1
-0.387916,-0.232829,1.053519,0.376809,0.567803,1
2.270879,-1.184421,-0.726755,-0.373463,-0.236368,1
-0.116339,-0.647037,1.696773,-1.417725,0.566047,1
-0.546741,2.14253,-1.636144,0.102773,1.059436,1
-0.604936,1.961389,-1.350756,-0.817774,-0.382102,1
3.301419,-0.841461,-0.398332,-0.658141,-0.234612,1
0.540783,1.151087,-1.251097,-0.75259,0.453674,1
-0.837717,-0.770213,0.756807,2.199279,-0.138041,1
1.46342,0.348029,-1.165028,-0.643508,0.016472,1
-0.492183,0.40841,2.053508,-1.262084,-0.671814,1
-0.837717,-0.986374,-0.277156,2.189967,-0.138041,1
0.632925,-0.102407,-1.186545,-0.660802,-0.002842,1
-0.574626,0.879375,0.687725,0.371488,-0.584022,1
-0.68253,-1.121626,-0.163907,2.515883,-1.430333,1
0.298302,1.207844,-1.416441,-0.195207,0.462453,1
0.532296,-0.630131,-1.009877,-0.409381,-0.023912,1
-0.587963,0.264705,1.550682,-1.400432,0.903167,1
0.457127,1.345511,-1.253362,-0.736627,0.400999,1
-0.665556,-0.714663,1.203008,0.850385,-0.9387,1
-0.76861,-0.905465,0.300414,1.95983,-1.474229,1
2.613988,-0.813687,-1.009877,-0.416032,-0.225833,1
3.114709,-1.923475,-0.666733,-0.381445,-0.243391,1
-0.332146,2.666631,-1.413043,-0.825755,-0.403172,1
-0.386704,0.607664,0.518984,0.073507,0.178008,1
0.784475,-0.404309,-1.060839,-0.627545,-0.004598,1
-0.5916,0.472413,1.5722,-1.301992,-0.626162,1
3.47358,-1.082982,-0.9793,-0.623554,-0.046738,1
-0.46066,0.901112,1.743205,-1.530798,-0.138041,1
2.480624,-1.777355,-0.678057,-0.398739,-0.301334,1
-0.284862,1.950521,-1.795825,0.162635,-0.497987,1
-0.401253,2.543455,-1.370009,-0.051538,1.071726,1
-0.714052,-0.054103,1.303799,-1.262084,-1.077411,1
0.041273,-0.570958,-1.086886,-0.616903,-0.02918,1
-0.459448,-0.340305,2.226779,1.185613,-0.8632,1
-0.414589,2.378013,-1.565929,-0.913553,-0.408439,1
-0.357606,1.649827,0.188297,0.109425,-0.478673,1
-1.118994,-0.854745,0.665075,2.052949,-1.605916,1
-0.695866,-0.935655,1.388736,0.638872,0.929504,1
0.97361,0.092017,-1.094814,-0.3575,0.127089,1
-0.1321,1.196976,-0.052923,-0.168602,-0.343474,1
-1.058374,-1.056415,-0.436837,0.167956,-1.635765,1
-1.224473,-2.562298,-1.915869,-1.298001,-0.659523,1
-1.212349,-0.7364,0.822491,-1.63855,-0.859688,1
-0.58675,1.132972,-1.279409,-0.753921,-0.320648,1
-0.718902,-0.058934,-1.176353,0.048232,0.827666,1
-0.043595,2.194457,-1.346226,-0.126033,0.562535,1
2.464863,-1.045547,-0.996287,-0.384106,0.035786,1
-0.362456,2.160644,0.257379,0.072177,-0.138041,1
-0.600087,0.061827,0.221139,-0.926856,0.796061,1
-0.34912,1.788702,0.458962,-0.950801,-0.138041,1
-0.874089,-1.060038,-0.550086,-1.154332,-0.138041,1
-0.563715,0.616118,-0.240916,-0.844379,-0.339962,1
-0.828018,-0.762967,0.833816,1.049925,-0.138041,1
0.208585,2.085773,0.077313,0.33158,0.41329,1
1.001495,-0.831801,1.709231,-1.301992,-0.52608,1
-0.720114,-0.22196,1.814552,-1.506853,-0.138041,1
-0.46551,1.443327,0.298149,0.144012,-0.656012,1
3.586333,-0.805233,-1.020069,-0.667453,-0.236368,1
0.904503,-0.473142,0.605053,0.854376,0.843468,1
-0.585538,0.334746,1.410254,-1.359193,-0.829839,1
1.888972,-0.735192,-1.004214,-0.624884,-0.055517,1
-0.745575,0.61974,-0.105018,-0.083465,-0.138041,1
0.321338,0.52917,-1.203533,-0.284335,-0.317136,1
-0.580688,0.681328,-0.259036,-0.167272,-0.37859,1
2.320587,-0.924786,-0.99742,-0.421353,-0.21003,1
0.097044,2.054375,-1.402851,-0.80048,-0.390881,1
-0.458236,0.204324,1.589187,-1.339239,0.585361,1
-0.818319,-0.659113,1.119204,1.061898,-0.138041,1
-0.213331,0.348029,-1.20693,-0.322913,-0.25217,1
-0.670406,-0.523861,1.947054,-1.231488,-0.698152,1
-0.450961,0.47362,1.636751,-1.258093,-0.645477,1
